	assay_description	canonical_smiles	document_journal	document_year	molecule_chembl_id	relation	standard_relation	standard_type	standard_units	standard_value	type	units	value
2501	Inhibition of CYP3A4 in human liver microsomes	COCCn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1222717	=	=	IC50	nM	11000.0	IC50	uM	11.0
2502	Inhibition of CYP3A4 in human liver microsomes	O=C(C1CCN(Cc2ccncc2)CC1)N1CCC(n2c(=O)n(CCO)c3ccccc32)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1222651	>	>	IC50	nM	30000.0	IC50	uM	30.0
2503	Inhibition of CYP3A4 in human liver microsomes	CC(C)Cn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1222650	=	=	IC50	nM	1500.0	IC50	uM	1.5
2504	Inhibition of CYP3A4 in human liver microsomes	Cn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1222649	=	=	IC50	nM	7500.0	IC50	uM	7.5
2505	Inhibition of CYP3A4 in human liver microsomes	O=C(C1CCN(Cc2ccncc2)CC1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1222485	=	=	IC50	nM	9500.0	IC50	uM	9.5
2506	Inhibition of CYP3A4	CNCC[C@@H](c1ccc(Cl)c(Cl)c1)n1nnc(C)n1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1224382	>	>	IC50	nM	10000.0	IC50	uM	10.0
2507	Inhibition of CYP3A4	Cc1cc(C(N)=O)nn1-c1cccc(-c2ccc(C(F)(F)F)cc2C(F)(F)F)c1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1224194	>	>	IC50	nM	100000.0	IC50	uM	100.0
2508	Inhibition of CYP3A4	Cc1cc(C(N)=O)nn1-c1cccc(-c2cc(C(F)(F)F)ccc2C(F)(F)F)c1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1224195	=	=	IC50	nM	51000.0	IC50	uM	51.0
2509	Inhibition of CYP3A4	FC(F)(F)c1ccccc1-c1cccc(-c2c[nH]cn2)c1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1224524	<	<	IC50	nM	50.0	IC50	uM	0.05
2510	Inhibition of CYP3A4	NC(=O)c1nc(-c2cccc(-c3ccccc3C(F)(F)F)c2)c[nH]1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1224590	>	>	IC50	nM	40000.0	IC50	uM	40.0
2511	Inhibition of CYP3A4	NC(=O)c1csc(-c2cccc(-c3ccccc3OC(F)(F)F)c2)n1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1224655	>	>	IC50	nM	50000.0	IC50	uM	50.0
2512	Inhibition of CYP3A4	NC(=O)c1nc(-c2cccc(-c3ccccc3OC(F)(F)F)c2)cs1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1224197	=	=	IC50	nM	18000.0	IC50	uM	18.0
2513	Inhibition of CYP3A4	CNC(=O)c1ccc(C(c2nnnn2Cc2ccccc2)N2CCCN(C3CCC3)CC2)cc1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1221429	>	>	IC50	nM	50000.0	IC50	uM	50.0
2514	Inhibition of CYP3A4	CS(=O)(=O)c1ccc(C(c2nnnn2Cc2ccccc2)N2CCCN(C3CCC3)CC2)cc1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1223157	>	>	IC50	nM	50000.0	IC50	uM	50.0
2515	Inhibition of CYP3A4	CN1CCN(Cc2ccc(C(c3nnnn3Cc3ccccc3)N3CCCN(C4CCC4)CC3)cc2)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1223158	>	>	IC50	nM	50000.0	IC50	uM	50.0
2516	Inhibition of CYP3A4	c1ccc(Cn2nnnc2C(c2ccc(-n3cncn3)cc2)N2CCCN(C3CCC3)CC2)cc1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1223235	=	=	IC50	nM	29000.0	IC50	uM	29.0
2517	Inhibition of CYP3A4	c1ccc(Cn2nnnc2C(c2ccc(Cn3cncn3)cc2)N2CCCN(C3CCC3)CC2)cc1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1223236	=	=	IC50	nM	12000.0	IC50	uM	12.0
2518	Inhibition of CYP3A4	c1ccc(Cn2nnnc2C(c2ccc3occc3c2)N2CCCN(C3CCC3)CC2)cc1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1223237	=	=	IC50	nM	2400.0	IC50	uM	2.4
2519	Inhibition of CYP3A4	Cc1n[nH]c(C)c1CC(=O)NCc1ccc(Cl)cc1Cl	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1210558	>	>	IC50	nM	100.0	pIC50		100.0
2520	Inhibition of CYP3A4	CN1C(=O)CC[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1Cl	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1222883	>	>	IC50	nM	100.0	pIC50		100.0
2521	Inhibition of CYP3A4 in human liver microsome	COCCCc1ccc(Cl)c(CN(C(=O)[C@@H](CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1222884	=	=	IC50	nM	14000.0	IC50	uM	14.0
2522	Inhibition of CYP3A4 in human liver microsome	COCCCc1ccc(Cl)c(CN(C(=O)[C@@H](CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1222884	=	=	Ki	nM	3200.0	Ki	uM	3.2
2523	Inhibition of CYP3A4 in human liver microsome preincubated for 30 mins	COCCCc1ccc(Cl)c(CN(C(=O)[C@@H](CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1222884	=	=	IC50	nM	120.0	IC50	uM	0.12
2524	Inhibition of CYP3A4 in human liver microsomes after 30 mins	Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1	Bioorg. Med. Chem.	2010.0	CHEMBL111	>	>	IC50	nM	20.0	IC50	nM	20.0
2525	Inhibition of CYP3A4 in human liver microsomes after 30 mins	FC(F)(F)C1(c2nnc(-c3nn(-c4ccc(Cl)cc4Cl)c(-c4ccc(Cl)cc4)c3Cn3cncn3)s2)CCC1	Bioorg. Med. Chem.	2010.0	CHEMBL1222969	>	>	IC50	nM	20.0	IC50	nM	20.0
2526	Inhibition of CYP3A4 in human liver microsomes after 30 mins	C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1	Bioorg. Med. Chem.	2010.0	CHEMBL220360	>	>	IC50	nM	20.0	IC50	nM	20.0
2527	Inhibition of CYP3A4 in human liver microsomes after 30 mins	CC(C)(C)c1nnc(-c2nn(-c3ccc(Cl)cc3Cl)c(-c3ccc(Br)cc3)c2Cn2cncn2)s1	Bioorg. Med. Chem.	2010.0	CHEMBL1223034	>	>	IC50	nM	20.0	IC50	nM	20.0
2528	Inhibition of CYP3A4 in human liver microsomes after 30 mins	CC(C)(C)c1nnc(-c2nn(-c3ccccc3Cl)c(-c3ccc(Br)cc3)c2Cn2cncn2)s1	Bioorg. Med. Chem.	2010.0	CHEMBL1223259	>	>	IC50	nM	20.0	IC50	nM	20.0
2529	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4nnc(C)n4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241738	>	>	IC50	nM	10000.0	IC50	uM	10.0
2530	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein/7-benzyloxyquinoline as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4nnc(C)n4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241738	>	>	IC50	nM	10000.0	IC50	uM	10.0
2531	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C)nnn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241546	>	>	IC50	nM	5000.0	IC50	uM	5.0
2532	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein/7-benzyloxyquinoline as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C)nnn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241546	>	>	IC50	nM	5000.0	IC50	uM	5.0
2533	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein as substrate	CC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2	J. Med. Chem.	2010.0	CHEMBL1241736	>	>	IC50	nM	5000.0	IC50	uM	5.0
2534	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein/7-benzyloxyquinoline as substrate	CC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2	J. Med. Chem.	2010.0	CHEMBL1241736	>	>	IC50	nM	5000.0	IC50	uM	5.0
2535	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N(C)C)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241824	>	>	IC50	nM	10000.0	IC50	uM	10.0
2536	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein/7-benzyloxyquinoline as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N(C)C)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241824	>	>	IC50	nM	10000.0	IC50	uM	10.0
2537	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein as substrate	CNC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2	J. Med. Chem.	2010.0	CHEMBL1241912	>	>	IC50	nM	9000.0	IC50	uM	9.0
2538	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein/7-benzyloxyquinoline as substrate	CNC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2	J. Med. Chem.	2010.0	CHEMBL1241912	>	>	IC50	nM	9000.0	IC50	uM	9.0
2539	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(N)=O)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241913	>	>	IC50	nM	9000.0	IC50	uM	9.0
2540	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein/7-benzyloxyquinoline as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(N)=O)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241913	>	>	IC50	nM	9000.0	IC50	uM	9.0
2541	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NC(C)C)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241998	>	>	IC50	nM	8000.0	IC50	uM	8.0
2542	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein/7-benzyloxyquinoline as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NC(C)C)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241998	>	>	IC50	nM	8000.0	IC50	uM	8.0
2543	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NC6CC6)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1242081	>	>	IC50	nM	7000.0	IC50	uM	7.0
2544	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein/7-benzyloxyquinoline as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NC6CC6)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1242081	>	>	IC50	nM	7000.0	IC50	uM	7.0
2545	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NCC6CC6)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1242345	>	>	IC50	nM	10000.0	IC50	uM	10.0
2546	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein/7-benzyloxyquinoline as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NCC6CC6)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1242345	>	>	IC50	nM	10000.0	IC50	uM	10.0
2547	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCCC6)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1242533	>	>	IC50	nM	6000.0	IC50	uM	6.0
2548	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein/7-benzyloxyquinoline as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCCC6)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1242533	>	>	IC50	nM	6000.0	IC50	uM	6.0
2549	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCCCC6)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1242623	>	>	IC50	nM	10000.0	IC50	uM	10.0
2550	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein/7-benzyloxyquinoline as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCCCC6)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1242623	>	>	IC50	nM	10000.0	IC50	uM	10.0
2551	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCOCC6)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1242717	>	>	IC50	nM	10000.0	IC50	uM	10.0
2552	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein/7-benzyloxyquinoline as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCOCC6)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1242717	>	>	IC50	nM	10000.0	IC50	uM	10.0
2553	Inhibition of CYP3A4 in human liver microsomes measured immediately	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(N)=O)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241913	=	=	IC50	nM	100000.0	IC50	uM	100.0
2554	Inhibition of CYP3A4 in human liver microsomes measured immediately	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(N)=O)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241913	=	=	IC50	nM	100000.0	IC50	uM	100.0
2555	Inhibition of CYP3A4 in human liver microsomes measured immediately	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(N)=O)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241913	=	=	IC50	nM	88000.0	IC50	uM	88.0
2556	Inhibition of CYP3A4 in human liver microsomes measured after incubation	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(N)=O)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241913	=	=	IC50	nM	61000.0	IC50	uM	61.0
2557	Inhibition of CYP3A4 in human liver microsomes measured after incubation	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(N)=O)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241913	=	=	IC50	nM	100000.0	IC50	uM	100.0
2558	Inhibition of CYP3A4 in human liver microsomes measured after incubation	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(N)=O)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241913	=	=	IC50	nM	100000.0	IC50	uM	100.0
2559	Inhibition of CYP3A4 in human liver microsomes measured immediately	CNC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2	J. Med. Chem.	2010.0	CHEMBL1241912	=	=	IC50	nM	21000.0	IC50	uM	21.0
2560	Inhibition of CYP3A4 in human liver microsomes measured immediately	CNC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2	J. Med. Chem.	2010.0	CHEMBL1241912	=	=	IC50	nM	8000.0	IC50	uM	8.0
2561	Inhibition of CYP3A4 in human liver microsomes measured immediately	CNC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2	J. Med. Chem.	2010.0	CHEMBL1241912	=	=	IC50	nM	100000.0	IC50	uM	100.0
2562	Inhibition of CYP3A4 in human liver microsomes measured after incubation	CNC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2	J. Med. Chem.	2010.0	CHEMBL1241912	=	=	IC50	nM	5000.0	IC50	uM	5.0
2563	Inhibition of CYP3A4 in human liver microsomes measured after incubation	CNC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2	J. Med. Chem.	2010.0	CHEMBL1241912	=	=	IC50	nM	3000.0	IC50	uM	3.0
2564	Inhibition of CYP3A4 in human liver microsomes measured after incubation	CNC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2	J. Med. Chem.	2010.0	CHEMBL1241912	=	=	IC50	nM	82000.0	IC50	uM	82.0
2565	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein as substrate	Cc1cn2c(n1)COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2	J. Med. Chem.	2010.0	CHEMBL1241547	<	<	IC50	nM	4000.0	IC50	uM	4.0
2566	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4nc(C)c(C)n4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241548	<	<	IC50	nM	4000.0	IC50	uM	4.0
2567	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4nc(C(F)(F)F)cn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241641	<	<	IC50	nM	4000.0	IC50	uM	4.0
2568	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein/7-benzyloxyquinoline as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4cncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241642	=	=	IC50	nM	100.0	IC50	uM	0.1
2569	Inhibition of CYP3A4 in human liver microsomes using diethoxyfluorescein/7-benzyloxyquinoline as substrate	Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C#N)ncn4-5)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1241825	=	=	IC50	nM	4000.0	IC50	uM	4.0
2570	Inhibition of CYP3A4	FC(F)(F)c1ccc(SCC(c2c[nH]cn2)C2CCNCC2)cc1	J. Med. Chem.	2010.0	CHEMBL1243305	=	=	IC50	nM	17000.0	IC50	uM	17.0
2571	Inhibition of CYP3A4	CC(C)(C)c1ccc(SCC(c2c[nH]cn2)C2CCNCC2)cc1	J. Med. Chem.	2010.0	CHEMBL1243333	=	=	IC50	nM	6500.0	IC50	uM	6.5
2572	Inhibition of CYP3A4	CC(C)(C)c1ccc(SCC(c2ccccn2)c2c[nH]cn2)cc1	J. Med. Chem.	2010.0	CHEMBL1243335	=	=	IC50	nM	270.0	IC50	uM	0.27
2573	Inhibition of CYP3A4	FC(F)(F)c1ccc(SCC(c2ccncc2)c2c[nH]cn2)cc1	J. Med. Chem.	2010.0	CHEMBL1243367	=	=	IC50	nM	350.0	IC50	uM	0.35
2574	Inhibition of CYP3A4	CC(C)(C)c1ccc(SCCc2c[nH]cn2)cc1	J. Med. Chem.	2010.0	CHEMBL1098230	=	=	IC50	nM	470.0	IC50	uM	0.47
2575	Inhibition of CYP3A4	CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C	J. Med. Chem.	2010.0	CHEMBL1230065	=	=	IC50	nM	18000.0	IC50	uM	18.0
2576	Inhibition of human CYP3A4	CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1	Antimicrob. Agents Chemother.	2008.0	CHEMBL163	<	<	Ki	nM	100.0	Ki	uM	0.1
2577	Inhibition of CYP3A4	C[C@@H](O[C@H]1CN2C(=O)[C@H]3C[C@@](C)(O)C[C@H]3[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1257706	=	=	IC50	nM	22680.0	IC50	uM	22.68
2578	Inhibition of CYP3A4	O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1258517	>	>	IC50	nM	30000.0	IC50	uM	30.0
2579	Inhibition of CYP3A4	CC(C)N1CCC(Oc2ccc3c(c2)cc2n3CCN(Cc3ccncc3)C2=O)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1257487	=	=	IC50	nM	6000.0	IC50	uM	6.0
2580	Inhibition of CYP3A4	CC(C)N1CCC(Oc2ccc3c(c2)cc2n3[C@@H](C)CNC2=O)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1257964	=	=	IC50	nM	26000.0	IC50	uM	26.0
2581	Inhibition of CYP3A4	CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3C(C)C)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL497031	>	>	IC50	nM	50000.0	IC50	uM	50.0
2582	Inhibition of CYP3A4	CC(C)N1CCC(Oc2ccc3c(c2)cc2n3CCNC2=O)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1258754	>	>	IC50	nM	50000.0	IC50	uM	50.0
2583	Inhibition of CYP3A4	CC(C)N1CCC(Oc2ccc3c(c2)cc2n3CCCNC2=O)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1258755	>	>	IC50	nM	50000.0	IC50	uM	50.0
2584	Inhibition of CYP3A4	CC(C)N1CCC(Oc2ccc3c(c2)cc2n3CCN(C)C2=O)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1258873	>	>	IC50	nM	50000.0	IC50	uM	50.0
2585	Inhibition of CYP3A4	CC(C)N1CCC(Oc2ccc3c(c2)cc2n3CCN(CC3CC3)C2=O)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1257138	>	>	IC50	nM	50000.0	IC50	uM	50.0
2586	Inhibition of CYP3A4	CC(C)N1CCC(Oc2ccc3c(c2)cc2n3CCN(Cc3ccc(F)cc3)C2=O)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1257376	>	>	IC50	nM	50000.0	IC50	uM	50.0
2587	Inhibition of CYP3A4	CC(C)N1CCC(Oc2ccc3c(c2)cc2n3CCN(CCO)C2=O)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1257607	>	>	IC50	nM	50000.0	IC50	uM	50.0
2588	Inhibition of CYP3A4	CC(C)N1CCC(Oc2ccc3c(c2)cc2n3C[C@@H](C)NC2=O)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1257729	>	>	IC50	nM	50000.0	IC50	uM	50.0
2589	Inhibition of CYP3A4	CC(C)N1CCC(Oc2ccc3c(c2)cc2n3C[C@H](C)NC2=O)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1257850	>	>	IC50	nM	50000.0	IC50	uM	50.0
2590	Inhibition of CYP3A4	CC(C)N1CCC(Oc2ccc3c(c2)cc2n3[C@H](C)CNC2=O)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1257851	>	>	IC50	nM	50000.0	IC50	uM	50.0
2591	Inhibition of CYP3A4	CC(C)N1CCC(Oc2ccc3c(c2)cc2n3C[C@@H](C)N(CC3CC3)C2=O)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1257965	>	>	IC50	nM	50000.0	IC50	uM	50.0
2592	Inhibition of CYP3A4	CC(C)N1CCC(Oc2cc3cc4n(c3cc2Br)[C@@H](C)CNC4=O)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1258078	>	>	IC50	nM	50000.0	IC50	uM	50.0
2593	Inhibition of CYP3A4	CC(C)N1CCC(Oc2cc3cc4n(c3cc2Br)[C@@H](C)CN(CC2CC2)C4=O)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1258079	>	>	IC50	nM	50000.0	IC50	uM	50.0
2594	Inhibition of CYP3A4	C[C@@H]1CCCN1CCCOc1ccc2c(c1)cc1n2CCNC1=O	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1258308	>	>	IC50	nM	50000.0	IC50	uM	50.0
2595	Inhibition of human CYP3A4	O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL117	>	>	IC50	nM	50000.0	IC50	nM	50000.0
2596	Inhibition of human CYP3A4	Cc1ncoc1-c1nnc(SCCCN2[C@H]3CC[C@@H]2C[C@H](c2ccc(C(C)(C)C)cc2)C3)n1C	J. Med. Chem.	2010.0	CHEMBL1257215	>	>	IC50	nM	5000.0	IC50	uM	5.0
2597	Inhibition of human CYP3A4	Cc1ncoc1-c1nnc(SCCCN2[C@H]3CC[C@@H]2C[C@H](c2ccc(C(F)(F)F)cc2)C3)n1C	J. Med. Chem.	2010.0	CHEMBL1257336	>	>	IC50	nM	10000.0	IC50	uM	10.0
2598	Inhibition of human CYP3A4	Cn1c(SCCCN2CCC3CC3(c3ccc(C(F)(F)F)cc3)CC2)nnc1-c1ccnnc1	J. Med. Chem.	2010.0	CHEMBL1258034	>	>	IC50	nM	6000.0	IC50	uM	6.0
2599	Inhibition of human CYP3A4	Cc1ncoc1-c1nnc(SCCCN[C@@H]2CC[C@]3(c4ccc(C(F)(F)F)cc4)CC23)n1C	J. Med. Chem.	2010.0	CHEMBL1258035	>	>	IC50	nM	4000.0	IC50	uM	4.0
2600	Inhibition of human CYP3A4	CCOc1ccc2c(c1)Oc1cc(OCC)ccc1C21OC(=O)c2ccccc21	J. Med. Chem.	2010.0	CHEMBL1257567	=	=	IC50	nM	1000.0	IC50	uM	1.0
