assay_description	canonical_smiles	document_journal	document_year	molecule_chembl_id	relation	standard_relation	standard_type	standard_units	standard_value	type	units	value
Inhibition of CYP3A4	CC(C)(NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1)C(N)=O	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1270269	=	=	IC50	nM	35000.0	IC50	uM	35.0
Inhibition of CYP3A4 in human liver microsomes by fluorometric assay	CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL445162	=	=	IC50	nM	2600.0	IC50	uM	2.6
Inhibition of CYP3A4 in human liver microsomes by fluorometric assay	Clc1ccc2c(c1Nc1ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n1)OCO2	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL468970	=	=	IC50	nM	900.0	IC50	uM	0.9
Inhibition of CYP3A4 in human liver microsomes by fluorometric assay	CN(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cccc2[nH]ncc12	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1269858	=	=	IC50	nM	5000.0	IC50	uM	5.0
Inhibition of CYP3A4	CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2ccccn2)cn1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1270738	>	>	IC50	nM	30000.0	IC50	uM	30.0
Inhibition of CYP3A4	O=C(Nc1ccc(-n2nc(-c3cccnc3)cc2C(F)(F)F)cn1)c1ccccc1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271608	>	>	IC50	nM	30.0	IC50	nM	30.0
Inhibition of human recombinant CYP3A4	CSc1nn(-c2ccccc2)c2cc(NC(=O)C3CCNCC3)ccc12	J. Med. Chem.	2010.0	CHEMBL1236391	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of human CYP3A4	CN1[C@H]2CCC[C@@H]1C[C@@H](NC(=O)c1cccc3oc(N4CCOCC4)nc13)C2	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL3084761	>	>	IC50	nM	50000.0	IC50	uM	50.0
Inhibition of human CYP3A4	O=C(N[C@@H]1CN2CCC1CC2)c1cccc2oc(N3CCOCC3)nc12	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271520	>	>	IC50	nM	100000.0	IC50	uM	100.0
Inhibition of human CYP3A4	COc1ccccc1-c1nc2c(C(=O)N[C@@H]3CN4CCC3CC4)cccc2o1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1272016	>	>	IC50	nM	50000.0	IC50	uM	50.0
Inhibition of human CYP3A4	COc1ccccc1-c1nc2c(C(=O)N[C@H]3C[C@@H]4CCC[C@H](C3)N4C)cccc2o1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL3084777	=	=	IC50	nM	1100.0	IC50	uM	1.1
Inhibition of human CYP3A4	O=C(N[C@@H]1CN2CCC1CC2)c1cccc2oc(C3CC3)nc12	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1272072	>	>	IC50	nM	100000.0	IC50	uM	100.0
Inhibition of human CYP3A4	CN1[C@H]2CCC[C@@H]1C[C@@H](NC(=O)c1cccc3oc(C4CC4)nc13)C2	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL3084778	>	>	IC50	nM	50000.0	IC50	uM	50.0
Inhibition of human CYP3A4	Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL46	=	=	IC50	nM	11000.0	IC50	uM	11.0
Inhibition of human CYP3A4	Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1110	=	=	IC50	nM	600.0	IC50	uM	0.6
Inhibition of CYP3A4	CC(C)(C)OC(=O)N[C@@H]1CCN(C(=O)OC2C3CC4CC(C3)CC2C4)C1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1270215	>	>	IC50	nM	30000.0	IC50	nM	30000.0
Inhibition of CYP3A4	CC(C)(C)OC(=O)N[C@@H]1CCN(C(=O)O[C@H]2C3CC4CC2C[C@](C(N)=O)(C4)C3)C1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1270910	>	>	IC50	nM	30000.0	IC50	nM	30000.0
Inhibition of CYP3A4	NC(=O)[C@]12CC3CC(C1)[C@@H](OC(=O)N1CC[C@@H](Nc4ncccc4C(F)(F)F)C1)C(C3)C2	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271218	=	=	IC50	nM	3300.0	IC50	nM	3300.0
Inhibition of CYP3A4	NC(=O)[C@]12CC3CC(C1)[C@@H](OC(=O)N1CC[C@@H](Nc4ccc(C(F)(F)F)cn4)C1)C(C3)C2	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271320	=	=	IC50	nM	7200.0	IC50	nM	7200.0
Inhibition of CYP3A4	NC(=O)[C@]12CC3CC(C1)[C@@H](OC(=O)N1CC[C@@H](Nc4cccc(C(F)(F)F)n4)C1)C(C3)C2	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271427	=	=	IC50	nM	4800.0	IC50	nM	4800.0
Inhibition of CYP3A4	NC(=O)[C@]12CC3CC(C1)[C@H](OC(=O)N1CC[C@H](Nc4ncccc4C(F)(F)F)C1)C(C3)C2	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271428	=	=	IC50	nM	8500.0	IC50	nM	8500.0
Inhibition of CYP3A4	NC(=O)[C@]12CC3CC(C1)[C@@H](OC(=O)N1CC[C@H](Nc4ccc(C(F)(F)F)cn4)C1)C(C3)C2	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1269894	=	=	IC50	nM	10300.0	IC50	nM	10300.0
Inhibition of CYP3A4	N#Cc1cccnc1N[C@@H]1CCN(C(=O)O[C@H]2C3CC4CC2C[C@](C(N)=O)(C4)C3)C1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1269895	=	=	IC50	nM	17100.0	IC50	nM	17100.0
Inhibition of CYP3A4	N#Cc1ccc(N[C@@H]2CCN(C(=O)O[C@H]3C4CC5CC3C[C@](C(N)=O)(C5)C4)C2)nc1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1270001	=	=	IC50	nM	14200.0	IC50	nM	14200.0
Inhibition of CYP3A4	N#Cc1cccnc1N[C@H]1CCN(C(=O)O[C@H]2C3CC4CC2C[C@](C(N)=O)(C4)C3)C1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1270002	=	=	IC50	nM	18600.0	IC50	nM	18600.0
Inhibition of CYP3A4	N#Cc1ccc(N[C@H]2CCN(C(=O)O[C@H]3C4CC5CC3C[C@](C(N)=O)(C5)C4)C2)nc1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1270110	=	=	IC50	nM	26600.0	IC50	nM	26600.0
Inhibition of CYP3A4	OC1C2CC3CC(C2)CC1C3	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1269176	>	>	IC50	nM	30000.0	IC50	nM	30000.0
Inhibition of CYP3A4	COc1cccc(NC(=O)Nc2cccn(Cc3c(F)cccc3Cl)c2=O)c1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1272135	>	>	IC50	nM	25000.0	IC50	uM	25.0
Inhibition of CYP3A4	CC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1270934	<	<	IC50	nM	100.0	IC50	uM	0.1
Inhibition of CYP3A4	CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C#CC3CC3)c2)N=C1N	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271246	=	=	IC50	nM	100.0	IC50	uM	0.1
Inhibition of CYP3A4	CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(C#CC3CC3)c2)N=C1N	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1270335	=	=	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4	Cc1cc([C@]2(c3ccc(F)c(C#CC4CC4)c3)N=C(N)N(C)C2=O)ccc1OC(F)F	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1270432	=	=	IC50	nM	4100.0	IC50	uM	4.1
Inhibition of CYP3A4	Cc1cc([C@]2(c3cccc(C#CC4CC4)c3)N=C(N)N(C)C2=O)ccc1OC(F)F	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1270630	=	=	IC50	nM	100.0	IC50	uM	0.1
Inhibition of CYP3A4	CCCC#Cc1cc([C@@]2(c3ccc(OC(F)F)c(C)c3)N=C(N)N(C)C2=O)ccc1F	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1270834	=	=	IC50	nM	3400.0	IC50	uM	3.4
Inhibition of CYP3A4	CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(C#CCCCF)c2)N=C1N	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1270835	=	=	IC50	nM	900.0	IC50	uM	0.9
Inhibition of CYP3A4	CC#Cc1cc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)ccc1F	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1270936	=	=	IC50	nM	1000.0	IC50	uM	1.0
Inhibition of CYP3A4	CSc1nc(C)cc(C(=O)NCCN2CCN(c3cccc(C)c3C)CC2)n1.Cl	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271930	>	>	IC50	nM	20000.0	IC50	uM	20.0
Inhibition of CYP3A4 by CYPEX bactosome P450 inhibition assay	Cc1cc(C)cc(NC(=O)CSc2nnc(-c3ccoc3C)n2Cc2ccco2)c1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271489	>	>	IC50	nM	5000.0	IC50	uM	5.0
Inhibition of CYP3A4 using DEF substrate by CYPEX bactosome P450 inhibition assay	Cc1cc(C)cc(NC(=O)CSc2nnc(-c3ccoc3C)n2Cc2ccco2)c1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271489	=	=	IC50	nM	2000.0	IC50	uM	2.0
Inhibition of CYP3A4 after 30 mins	CC(C)[C@@H]1COC[C@H](C2(OC(=O)N3CC4CCC(C3)N4)CC2)N1S(=O)(=O)c1ccc(Cl)cc1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271544	=	=	IC50	nM	0.5	IC50	nM	0.5
Inhibition of CYP3A4 after 30 mins	CC(C)[C@@H]1COC[C@H](C2(OC(=O)N3CC[C@@H](O)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271600	=	=	IC50	nM	13.6	IC50	nM	13.6
Inhibition of CYP3A4 after 30 mins	CC(C)[C@@H]1COC[C@H](C2(OC(=O)N3CCC(CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271601	=	=	IC50	nM	13.8	IC50	nM	13.8
Inhibition of CYP3A4 after 30 mins	CC(C)[C@@H]1COC[C@H](C2(OC(=O)N3CC[C@H](O)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271651	=	=	IC50	nM	30.0	IC50	nM	30.0
Inhibition of CYP3A4 after 30 mins	CC(C)[C@@H]1COC[C@H](C2(OC(=O)N3CC4CNCC4C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271652	=	=	IC50	nM	6.4	IC50	nM	6.4
Inhibition of CYP3A4 after 30 mins	CC(C)[C@@H]1COC[C@H](C2(OC(=O)N3CCNCC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271703	=	=	IC50	nM	0.3	IC50	nM	0.3
Inhibition of CYP3A4 after 30 mins	CC(C)(C)[C@@H]1COC[C@H](COC(=O)N2CCN(C(C)(C)CO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271704	=	=	IC50	nM	23.8	IC50	nM	23.8
Inhibition of CYP3A4 after 30 mins	CC(C)(C)[C@@H]1COC[C@H](COC(=O)N2CCC(CO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271762	=	=	IC50	nM	7.1	IC50	nM	7.1
Inhibition of CYP3A4 after 30 mins	CC1([C@@H]2COC[C@H](COC(=O)N3CCC(CO)CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271763	=	=	IC50	nM	5.5	IC50	nM	5.5
Inhibition of CYP3A4 after 30 mins	CC1([C@@H]2COC[C@H](COC(=O)N3CCC(N4CCCCC4)CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271821	=	=	IC50	nM	1.5	IC50	nM	1.5
Inhibition of CYP3A4 after 30 mins	CC1([C@@H]2COC[C@H](COC(=O)N3CCN(C(C)(C)CO)CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271822	=	=	IC50	nM	0.5	IC50	nM	0.5
Inhibition of CYP3A4 after 30 mins	O=C(OC1([C@H]2COC[C@@H](CC3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC2CCC(C1)N2	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271879	=	=	IC50	nM	0.8	IC50	nM	0.8
Inhibition of CYP3A4 after 30 mins	O=C(OC1([C@H]2COC[C@@H](CC3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC2CCC(C1)N2CCO	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271880	=	=	IC50	nM	2.3	IC50	nM	2.3
Inhibition of CYP3A4 after 30 mins	CC(=O)N1C2CCC1CN(C(=O)OC1([C@H]3COC[C@@H](CC4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC1)C2	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271935	>	>	IC50	nM	30.0	IC50	nM	30.0
Inhibition of CYP3A4 after 30 mins	CCNC(=O)N1C2CCC1CN(C(=O)OC1([C@H]3COC[C@@H](CC4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC1)C2	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1271991	>	>	IC50	nM	30.0	IC50	nM	30.0
Inhibition of CYP3A4 after 30 mins	O=C(OC1([C@H]2COC[C@@H](CC3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC2CC1CN2CCO	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1272045	=	=	IC50	nM	3.2	IC50	nM	3.2
Inhibition of CYP3A4 after 30 mins	C[C@H]1CN(C(=O)OC2([C@H]3COC[C@@H](CC4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)C[C@@H](C)N1CCO	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1272046	=	=	IC50	nM	2.0	IC50	nM	2.0
Inhibition of CYP3A4 after 30 mins	CN1CCN(C(=O)OC2([C@H]3COC[C@@H](CC4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1=O	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1272097	=	=	IC50	nM	1.4	IC50	nM	1.4
Inhibition of CYP3A4 after 30 mins	CC[C@H]1CN(C(C)=O)[C@H](C)CN1C(=O)OC1([C@H]2COC[C@@H](CC3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1272098	>	>	IC50	nM	30.0	IC50	nM	30.0
Inhibition of CYP3A4 after 30 mins	CC(C)(CO)N1CCN(C(=O)OC2([C@H]3COC[C@@H](CC4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1272152	>	>	IC50	nM	30.0	IC50	nM	30.0
Inhibition of CYP3A4 after 30 mins	O=C(OC1([C@H]2COC[C@@H](CC3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC2(CCN2)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1272153	=	=	IC50	nM	11.3	IC50	nM	11.3
Inhibition of CYP3A4 after 30 mins	CN1CCC12CCN(C(=O)OC1([C@H]3COC[C@@H](CC4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC1)CC2	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1272207	=	=	IC50	nM	30.0	IC50	nM	30.0
Inhibition of CYP3A4 after 30 mins	O=C1CC2(CCN(C(=O)OC3([C@H]4COC[C@@H](CC5CC5)N4S(=O)(=O)c4ccc(Cl)cc4)CC3)CC2)N1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1272208	>	>	IC50	nM	30.0	IC50	nM	30.0
Inhibition of CYP3A4 after 30 mins	CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL393941	=	=	IC50	nM	400.0	IC50	uM	0.4
Inhibition of CYP3A4 after 30 mins	CC(C)(CO)N1CCN(C(=O)OC2([C@H]3C[C@@H](O)C[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL399507	=	=	IC50	nM	19500.0	IC50	uM	19.5
Inhibition of CYP3A4	Fc1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2	Eur. J. Med. Chem.	2010.0	CHEMBL1276654	=	=	IC50	nM	1600.0	IC50	uM	1.6
Inhibition of CYP3A4	O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C[C@@H]2CNC[C@H]1N2)N(Cc1cccc(Cl)c1Cl)C1CC1	J. Med. Chem.	2010.0	CHEMBL509903	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4	CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)[C@](C)(c1ccccc1)O2	J. Med. Chem.	2010.0	CHEMBL391463	>	>	IC50	nM	30000.0	IC50	uM	30.0
Inhibition of human CYP3A4	CN(Cc1c2c(=O)n(-c3ccccc3Cl)[nH]c2cc(=O)n1Cc1ccncc1)c1ccccc1	J. Med. Chem.	2010.0	CHEMBL1277677	=	=	IC50	nM	1100.0	IC50	uM	1.1
Inhibition of human CYP3A4	Cc1c2c(=O)n(-c3ccccc3Cl)[nH]c2cc(=O)n1Cc1ccccn1	J. Med. Chem.	2010.0	CHEMBL1276946	=	=	IC50	nM	20900.0	IC50	uM	20.9
Inhibition of human CYP3A4 transfected in bactosome expression system by spectrofluorimetry	O=C(O)C1CN(C2CCC3(Cc4ccccc4Oc4ccccc43)C2)C1	J. Med. Chem.	2010.0	CHEMBL1277312	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of human CYP3A4 transfected in bactosome expression system by spectrofluorimetry	O=C(O)C1=CCN(C2CCC3(Cc4ccccc4Oc4ccccc43)C2)CC1	J. Med. Chem.	2010.0	CHEMBL1277126	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of human CYP3A4 transfected in bactosome expression system by spectrofluorimetry	O=C(O)C1CN(C2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)C1	J. Med. Chem.	2010.0	CHEMBL1276948	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of human CYP3A4 transfected in bactosome expression system by spectrofluorimetry	O=C(O)[C@]12C[C@H]1CN(C1CC[C@]3(Cc4ccccc4Cc4ccccc43)C1)C2	J. Med. Chem.	2010.0	CHEMBL1276947	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of human CYP3A4 transfected in bactosome expression system by spectrofluorimetry	O=C(O)C1(F)CCN(C2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)CC1	J. Med. Chem.	2010.0	CHEMBL1277678	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of human CYP3A4 transfected in bactosome expression system by spectrofluorimetry	O=C(O)C1CCN(C2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)CC1	J. Med. Chem.	2010.0	CHEMBL1277770	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of human CYP3A4 transfected in bactosome expression system by spectrofluorimetry	O=C(O)C1=CCCN(C2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)C1	J. Med. Chem.	2010.0	CHEMBL1277935	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4	Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccc2F)c1N	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1290746	>	>	IC50	nM	13000.0	IC50	uM	13.0
Inhibition of CYP3A4	CN(O)C(=O)c1cc2c(CN3CCC[C@H]3C(N)=O)cn(Cc3ccc(F)cc3)c2cn1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1289313	>	>	IC50	nM	30000.0	IC50	uM	30.0
Inhibition of CYP3A4	COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL214957	=	=	IC50	nM	1600.0	IC50	uM	1.6
Inhibition of CYP3A4	CN1CCN(CCCN(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)C2CCC3(c4ccc(C#N)cc4)CC23)CC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1289614	<	<	IC50	nM	50.0	IC50	uM	0.05
Inhibition of CYP3A4	O=c1cc(-c2ccc(C(F)(F)F)cc2)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1290041	=	=	IC50	nM	2000.0	IC50	uM	2.0
Inhibition of CYP3A4	O=c1cc(-c2ccc(Cl)cc2Cl)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1290150	=	=	IC50	nM	1700.0	IC50	uM	1.7
Inhibition of CYP3A4	O=C(c1ccccc1N1Cn2c(ccc2-c2ccccc2)C1=O)N1CCCCC1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1290004	>	>	IC50	nM	5000.0	IC50	uM	5.0
Inhibition of CYP3A4	O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1289283	=	=	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4	O=c1cc(OCc2ccccc2)ccn1-c1ccc2c3c([nH]c2c1)CCNC3	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1290155	=	=	IC50	nM	68000.0	IC50	uM	68.0
Inhibition of CYP3A4	CN1CCc2c(c3ccc(-n4ccc(OCc5ccccc5)cc4=O)cc3n2C)C1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1290264	=	=	IC50	nM	67000.0	IC50	uM	67.0
Inhibition of CYP3A4	Cn1c2c(c3ccc(-n4ccc(OCc5ccccc5)cc4=O)cc31)CCNC2	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1289395	=	=	IC50	nM	12000.0	IC50	uM	12.0
Inhibition of CYP3A4	CN1CCc2c(n(C)c3cc(-n4ccc(OCc5ccccc5)cc4=O)ccc23)C1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1289396	=	=	IC50	nM	24000.0	IC50	uM	24.0
Inhibition of CYP3A4	O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1289283	=	=	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4	O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CC[C@H](O)C2)c1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1289515	=	=	IC50	nM	7700.0	IC50	uM	7.7
Inhibition of CYP3A4	O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CC2=NCCN2)c1	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1289053	=	=	IC50	nM	38000.0	IC50	uM	38.0
Inhibition of CYP3A4 in human liver microsomes after 10 mins	Cl.Cn1c(=O)c2c(cc(N3CCC[C@@](C)(N)C3)n2Cc2cc(F)ccc2Cl)n(C)c1=O	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1288260	=	=	IC50	nM	10200.0	IC50	uM	10.2
Inhibition of CYP3A4 in human liver microsomes after 10 mins	Cc1ccc(F)cc1Cn1c(N2CCC[C@@](C)(N)C2)cc2c1c(=O)n(C)c(=O)n2C.Cl	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1288261	=	=	IC50	nM	20200.0	IC50	uM	20.2
Inhibition of CYP3A4 in human liver microsomes after 10 mins	CCn1c(=O)n(C)c(=O)c2c1cc(N1CCC[C@@](C)(N)C1)n2Cc1cc(F)ccc1C#N.Cl	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1288288	=	=	IC50	nM	9400.0	IC50	uM	9.4
Inhibition of CYP3A4 in human liver microsomes after 10 mins	CN(C)C(=O)Cn1c(=O)n(C)c(=O)c2c1cc(N1CCC[C@@](C)(N)C1)n2Cc1cc(F)ccc1Cl.Cl	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1288289	=	=	IC50	nM	13400.0	IC50	uM	13.4
Inhibition of CYP3A4 in human liver microsomes after 10 mins	Cl.Cn1c(=O)c2c(cc(N3CCC[C@@](C)(N)C3)n2Cc2cc(F)ccc2Cl)n(CCCO)c1=O	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1287844	=	=	IC50	nM	7700.0	IC50	uM	7.7
Inhibition of CYP3A4 in human liver microsomes after 10 mins	Cc1ccc(F)cc1Cn1c(N2CCC[C@@](C)(N)C2)cc2ncn(C)c(=O)c21.Cl	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1287901	=	=	IC50	nM	11900.0	IC50	uM	11.9
Inhibition of human CYP3A4	COc1cccc2c(C(=O)N3CCN4CCCC[C@H]4C3)cn(CC3CCCCC3)c12	Bioorg. Med. Chem. Lett.	2010.0	CHEMBL1287846	=	=	IC50	nM	6000.0	IC50	uM	6.0
Inhibition of CYP3A4 in human liver microsomes using midazolam as probe	Cc1ccc2c(N3CCN(CCc4cccc(N5CCNC5=O)c4)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1631540	=	=	IC50	nM	21000.0	IC50	uM	21.0
Inhibition of human recombinant CYP3A4	Cc1ccc2c(N3CCN(CCc4cccc(N5CCNC5=O)c4)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1631540	=	=	IC50	nM	67000.0	IC50	uM	67.0
Inhibition of CYP3A4 in human liver microsomes using atorvastatin as probe	Cc1ccc2c(N3CCN(CCc4cccc(N5CCNC5=O)c4)CC3)cccc2n1	J. Med. Chem.	2010.0	CHEMBL1631540	=	=	IC50	nM	21000.0	IC50	uM	21.0
